video_link,criador,descricao,likes,comentarios,visualizacoes,data_publicacao,musica,patrocinado,anuncio,tiktok_shop,business_account,link_externo,conta_oficial,hashtags,timestamp,status
https://www.tiktok.com/@biel.sv1/video/7617580158219799829,biel.sv1,Primeiro vídeo :)#viralvideo #foryoupage #foryou #estilos #roblox ,543,78.0,0.0,2026-92-79,,False,False,False,False,False,False,"['viralvideo', 'foryoupage', 'foryou', 'estilos', 'roblox']",2026-03-26 02:07:54,done
https://www.tiktok.com/@weirdgothic/video/7512454104090742072,weirdgothic,first ever moodboard (got idea from @CherryFT) #charlotte #cinerissomnia #doll #lace #phsycologicalhorror #hospital #dream #ribbons #white #horror #cinerissomniacharlotte #dollette #fragile #ruffles #moodboard #aesthetic #angelcore ,2777,13.0,0.0,2025-6-5,,False,False,False,False,False,False,"['charlotte', 'cinerissomnia', 'doll', 'lace', 'phsycologicalhorror', 'hospital', 'dream', 'ribbons', 'white', 'horror', 'cinerissomniacharlotte', 'dollette', 'fragile', 'ruffles', 'moodboard', 'aesthetic', 'angelcore']",2026-03-26 02:08:04,done
https://www.tiktok.com/@jonathanchirinos15/video/7595290243457158456,jonathanchirinos15,#core #meme #fido #angel @angel⚽️🇧🇷!! ,45,5.0,0.0,2024-9-4,,False,False,False,False,False,False,"['core', 'meme', 'fido', 'angel']",2026-03-26 02:08:17,done
https://www.tiktok.com/@blisscherrym/video/7531360220400897293,blisscherrym,#fyp #moodboard #angel #pinterest #viral #aesthetic ,333900,936.0,0.0,2025-7-26,,False,False,False,False,False,False,"['fyp', 'moodboard', 'angel', 'pinterest', 'viral', 'aesthetic']",2026-03-26 02:08:25,done
https://www.tiktok.com/@silvssd_/video/7587948467092311304,silvssd_,"falei foi?
.
.
.
#angelcore #yabujincore #meme #relatable #oldweb ",35500,203.0,0.0,2025-12-25,,False,False,False,False,False,False,"['angelcore', 'yabujincore', 'meme', 'relatable', 'oldweb']",2026-03-26 02:08:35,done
https://www.tiktok.com/@no_hygiene/video/7511056425737620752,no_hygiene,#angel #nohygiene #kawaii #anime #angelic #aestetic #emo #emocore #sad #fypage #for #angelcore #animeaesthetic #gif #girls ,90,1.0,0.0,2025-6-1,,False,True,False,False,False,False,"['angel', 'nohygiene', 'kawaii', 'anime', 'angelic', 'aestetic', 'emo', 'emocore', 'sad', 'fypage', 'for', 'angelcore', 'animeaesthetic', 'gif', 'girls']",2026-03-26 02:08:44,done
https://www.tiktok.com/@areliafeng/video/7506169702352162090,areliafeng,#angel #ai #aesthetic #recommendations ,1013,31.0,0.0,2025-5-19,,False,False,False,False,False,False,"['angel', 'ai', 'aesthetic', 'recommendations']",2026-03-26 02:08:54,done
https://www.tiktok.com/@malluuco/video/7478050667341434118,malluuco,👁️ #angelcore #lobotomy ,38200,270.0,0.0,2025-3-4,,False,False,False,False,False,False,"['angelcore', 'lobotomy']",2026-03-26 02:09:04,done
https://www.tiktok.com/@sharkboiii67/video/7610494496731565343,sharkboiii67,Follow me so I gang I live and show better gameplay #robloxedit #bloxfruits #fyp #followandlike #robloxgames ,15600,322.0,0.0,2025-9-16,,False,False,False,False,False,False,"['robloxedit', 'bloxfruits', 'fyp', 'robloxgames']",2026-03-26 02:09:15,done
https://www.tiktok.com/@aivrlm/video/7550697835834920214,aivrlm,#fyp #angelcore #foggy #moodboard #aesthetic ,5397,27.0,0.0,2025-9-16,,False,False,False,False,False,False,"['fyp', 'angelcore', 'foggy', 'moodboard', 'aesthetic']",2026-03-26 02:09:25,done
https://www.tiktok.com/@crestalacultura/video/7555972809046985992,crestalacultura,"Glass Hearts⚡️❤️

#angelcore #fyp #edit ",705,12.0,0.0,2025-9-30,,False,False,False,False,False,False,"['angelcore', 'fyp', 'edit']",2026-03-26 02:09:34,done
https://www.tiktok.com/@.svphre/video/7547105856723340550,.svphre,#angelcore #archive #pinterest #core #fyp ,5361,14.0,0.0,2025-9-6,,False,False,False,False,False,False,"['angelcore', 'archive', 'pinterest', 'core', 'fyp']",2026-03-26 02:09:45,done
